id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,26,27,28,29
13,清滨路,南岗,97.8,9725元/平米,2室1厅1厨1卫,中楼层 (共8层),100.57㎡,平层,71.64㎡,板塔结合,南 北,钢混结构,精装,一梯三户,无,null,2021-05-08,商品房,2010-11-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
14,安平街,道里,71.8,6839元/平米,2室1厅1厨1卫,中楼层 (共9层),105㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯四户,无,null,2023-08-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
15,鲁商凤凰城,南岗,160,14211元/平米,3室2厅1厨1卫,高楼层 (共27层),112.59㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯两户,有,null,2021-06-06,商品房,2017-05-16,普通住宅,暂无数据,非共有,有抵押40万元,已上传房本照片
16,香山小区,香坊,110,6484元/平米,4室2厅1厨2卫,中楼层 (共7层),169.66㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,null,2021-11-10,商品房,2002-05-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
17,科大安居小区,南岗,59.8,10611元/平米,1室1厅1厨1卫,低楼层 (共7层),56.36㎡,平层,37.76㎡,板楼,南,钢混结构,简装,一梯三户,暂无数据,null,2021-08-09,商品房,2017-10-31,普通住宅,暂无数据,非共有,有抵押24万元兴业银行业主自还,已上传房本照片
18,地恒托斯卡纳一期,呼兰区,125,6128元/平米,4室2厅1厨2卫,低楼层 (共2层),204㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯一户,有,null,2022-07-22,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押60万元,未上传房本照片
19,河松小区三期,道里,175,7292元/平米,3室2厅1厨2卫,中楼层 (共9层),240㎡,复式,暂无数据,板楼,东 南,砖混结构,简装,一梯四户,无,null,2023-02-27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
20,融创城一期,香坊,74.8,8500元/平米,2室1厅1厨1卫,中楼层 (共15层),88㎡,暂无数据,暂无数据,暂无数据,北 南,未知结构,精装,一梯两户,暂无数据,null,2023-09-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
21,紫金城,道里,79.9,8781元/平米,2室1厅1厨1卫,中楼层 (共21层),91㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,null,2023-10-19,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
22,丁香名苑,道里,62,8379元/平米,2室1厅1厨1卫,低楼层 (共8层),74㎡,平层,51.86㎡,板楼,南 北,钢混结构,其他,一梯三户,无,null,2023-06-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
23,建安小区,平房,17,3864元/平米,1室1厅1厨1卫,高楼层 (共7层),44㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,其他,一梯两户,无,null,2023-09-04,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
24,上实盛世江南,道里,118.8,14111元/平米,1室1厅1厨1卫,低楼层 (共30层),84.19㎡,平层,暂无数据,板楼,西南,砖混结构,精装,两梯四户,有,null,2023-10-21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
25,尚熙雅轩,南岗,56,9755元/平米,1室1厅1厨1卫,低楼层 (共32层),57.41㎡,平层,46.14㎡,板楼,南,钢混结构,精装,两梯四户,有,null,2020-09-21,商品房,2018-06-29,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
26,恒大天地人和,道里,550,29510元/平米,4室2厅1厨2卫,低楼层 (共6层),186.38㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,null,2021-08-16,商品房,2015-10-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
27,公滨路,香坊,39.5,6575元/平米,2室1厅1厨1卫,低楼层 (共8层),60.08㎡,暂无数据,暂无数据,板塔结合,东 西,钢混结构,简装,两梯三户,有,null,2023-10-11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
28,北安街,道里,28.8,6400元/平米,1室1厅1厨1卫,中楼层 (共8层),45㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,无,null,2023-10-15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
29,枫蓝国际,南岗,53,8956元/平米,1室1厅1厨1卫,中楼层 (共33层),59.18㎡,平层,暂无数据,塔楼,南 西,钢混结构,简装,三梯十户,有,null,2022-10-08,商品房,2019-07-19,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
30,天鹅湾·赫郡,道里,299.8,14488元/平米,3室1厅1厨2卫,中楼层 (共26层),206.93㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2019-12-26,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
31,鲁商·松江新城,南岗,113,12418元/平米,2室1厅1厨1卫,低楼层 (共22层),91㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023-04-03,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
32,新松·茂樾山,香坊,75,6940元/平米,3室2厅1厨2卫,高楼层 (共31层),108.07㎡,平层,暂无数据,板楼,南 西,钢混结构,精装,两梯五户,有,null,2021-06-24,商品房,2020-06-23,普通住宅,暂无数据,非共有,有抵押38万元,已上传房本照片
33,民益街,南岗,99,6221元/平米,4室1厅1厨1卫,高楼层 (共8层),159.14㎡,平层,101.92㎡,板楼,北 南,钢混结构,简装,一梯四户,无,null,2022-08-29,商品房,2005-08-02,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
34,涧桥西畔,南岗,142,12165元/平米,2室2厅1厨1卫,高楼层 (共30层),116.73㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有,null,2023-10-13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押9万元交通业主自还,未上传房本照片
35,中海寰宇天下,道里,235,13353元/平米,4室2厅1厨2卫,低楼层 (共28层),176㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,有,null,2023-09-13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
36,江畔方元,道外,55,8276元/平米,2室1厅1厨1卫,中楼层 (共8层),66.46㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,无,null,2023-09-18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
37,天薇丽景园,道里,68,9515元/平米,2室1厅1厨1卫,中楼层 (共7层),71.47㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,无,null,2019-04-28,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押业主自还,未上传房本照片
38,龙江街,南岗,100,15152元/平米,2室1厅1厨1卫,高楼层 (共7层),66㎡,平层,暂无数据,板楼,东 西,钢混结构,精装,一梯三户,无,null,2022-06-25,商品房,2012-07-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
39,湘江悦,香坊,37.5,9364元/平米,1室0厅1厨1卫,高楼层 (共31层),40.05㎡,平层,30.29㎡,板楼,西,钢混结构,精装,两梯七户,有,null,2023-06-03,商品房,2016-06-01,普通住宅,暂无数据,非共有,有抵押15万元,已上传房本照片
40,欧美亚世界阳光,松北,51.8,4375元/平米,3室1厅1厨1卫,高楼层 (共7层),118.4㎡,平层,101.94㎡,板楼,南 北,混合结构,精装,一梯两户,无,null,2019-09-30,商品房,2010-09-25,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
41,凡尔赛诗城,南岗,70,8046元/平米,2室1厅1厨1卫,高楼层 (共24层),87㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023-05-02,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
42,省委党校家属楼,南岗,28,4746元/平米,2室1厅1厨1卫,中楼层 (共5层),59㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,四梯三户,有,null,2023-09-18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
43,三松宜家,道里,99,11097元/平米,2室1厅1厨1卫,低楼层 (共32层),89.22㎡,平层,暂无数据,板楼,南 西,钢混结构,其他,两梯四户,有,null,2023-04-10,商品房,2018-08-27,普通住宅,暂无数据,非共有,暂无数据,已上传房本照片
44,恒盛豪庭,道里,120,17143元/平米,1室1厅1厨1卫,低楼层 (共30层),70㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,null,2020-05-13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
45,峰尚福成,道里,128,8477元/平米,3室2厅1厨1卫,中楼层 (共7层),151㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2020-04-07,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押20万元业主自还,未上传房本照片
46,融创融园,松北,130,13875元/平米,2室1厅1厨1卫,中楼层 (共32层),93.7㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯四户,暂无数据,null,2022-09-14,商品房,2019-06-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
47,巴山街,南岗,51.8,8094元/平米,2室1厅1厨1卫,中楼层 (共7层),64㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,无,null,2023-07-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
48,永安城,松北,76,7954元/平米,2室1厅1厨1卫,高楼层 (共18层),95.56㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023-04-01,商品房,2017-09-25,普通住宅,暂无数据,共有,有抵押70万元信用社,已上传房本照片
49,美晨家园,道里,47,8344元/平米,1室1厅1厨1卫,中楼层 (共7层),56.33㎡,平层,49.75㎡,板塔结合,南,钢混结构,简装,一梯三户,无,null,2023-06-06,商品房,2012-01-11,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
50,泰和盛世北区,道里,99,8668元/平米,3室1厅1厨1卫,中楼层 (共31层),114.22㎡,平层,暂无数据,板楼,东南 南 西南,钢混结构,精装,一梯三户,有,null,2023-02-14,商品房,2018-02-13,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
51,征跃小区,南岗,37,5483元/平米,2室1厅1厨1卫,中楼层 (共24层),67.49㎡,平层,53.04㎡,板楼,南,钢混结构,其他,一梯五户,有,null,2023-07-21,商品房,2018-08-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
52,运华广场道里区,道里,59.8,9407元/平米,1室1厅1厨1卫,中楼层 (共8层),63.57㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2023-09-30,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
53,海富漫香林,香坊,79.8,8287元/平米,2室1厅1厨1卫,高楼层 (共17层),96.3㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,null,2023-06-15,商品房,2023-07-14,普通住宅,未满两年,非共有,无抵押,已上传房本照片
54,上和园著,道里,270,16364元/平米,3室2厅1厨2卫,低楼层 (共6层),165㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2020-10-30,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押180万元180,未上传房本照片
55,奥林小镇,松北,420,16104元/平米,4室3厅1厨2卫,低楼层 (共7层),260.82㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,五梯两户,有,null,2023-05-16,商品房,2017-11-02,普通住宅,暂无数据,非共有,有抵押99万元农商银行业主自还,已上传房本照片
56,沙曼小区三街区,南岗,26.5,6464元/平米,2室0厅1厨1卫,中楼层 (共7层),41㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯三户,无,null,2023-09-22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
57,中海·雍景熙岸,南岗,125,13947元/平米,2室1厅1厨1卫,高楼层 (共34层),89.63㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,null,2023-06-30,商品房,2018-03-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
58,牛房小区二期,南岗,45,7256元/平米,2室1厅1厨1卫,中楼层 (共7层),62.02㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,暂无数据,null,2021-01-23,商品房,2016-04-13,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
59,海富绣园,道里,120,13334元/平米,2室1厅1厨1卫,低楼层 (共11层),90㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,null,2021-08-30,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押20万元客户偿还,未上传房本照片
60,新阳路,道里,49,6863元/平米,2室1厅1厨1卫,中楼层 (共8层),71.4㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,null,2021-08-17,商品房,2014-08-19,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
61,第二方园里,南岗,42,5475元/平米,2室1厅1厨1卫,中楼层 (共8层),76.72㎡,平层,54.03㎡,板楼,南 北,钢混结构,精装,一梯三户,无,null,2023-05-29,商品房,2004-11-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
62,城安小区,道里,36,5778元/平米,2室1厅1厨1卫,高楼层 (共8层),62.31㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,无,null,2023-10-09,商品房,2009-12-04,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
63,宜和园,松北,95,4948元/平米,3室2厅1厨2卫,高楼层 (共7层),192㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,无,null,2023-10-12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
64,湖畔绿色家园,松北,60,6186元/平米,2室1厅1厨1卫,低楼层 (共7层),97㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,null,2023-10-19,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
65,北岸·润和城,松北,85,5865元/平米,3室2厅1厨2卫,高楼层 (共30层),144.94㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,null,2022-10-29,商品房,2020-09-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
66,世茂滨江▪澳洲风情园,松北,223,11246元/平米,3室2厅1厨2卫,高楼层 (共33层),198.3㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯三户,有,null,2023-05-09,商品房,2018-08-07,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
67,美晨家园,道里,59,7678元/平米,2室1厅1厨1卫,中楼层 (共4层),76.85㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯十六户,无,null,2022-03-13,商品房,2011-08-11,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
68,公司街,南岗,140,8865元/平米,3室2厅1厨2卫,高楼层 (共7层),157.94㎡,平层,103㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,null,2023-04-15,商品房,2016-04-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
69,中海寰宇天下,道里,150,15016元/平米,2室1厅1厨2卫,低楼层 (共34层),99.9㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,有,null,2023-10-15,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片
70,恒盛豪庭,道里,253,15451元/平米,3室2厅1厨1卫,高楼层 (共32层),163.75㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,有,null,2023-04-11,商品房,2013-02-07,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
71,凡尔赛诗城,南岗,75,8523元/平米,2室1厅1厨1卫,低楼层 (共27层),88㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯五户,有,null,2023-05-13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片
72,文化家园,南岗,270,14028元/平米,3室2厅1厨2卫,低楼层 (共24层),192.48㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯两户,有,null,2023-03-03,商品房,2020-09-08,普通住宅,暂无数据,非共有,有抵押40万元业主自还,已上传房本照片
73,哈尔滨工业大学建筑科技大厦,南岗,233,8542元/平米,4室2厅1厨2卫,高楼层 (共33层),272.78㎡,平层,208.29㎡,塔楼,南 北,钢混结构,其他,六梯六户,有,null,2023-10-20,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,已上传房本照片
74,共乐小区,道里,20.7,6650元/平米,1室1厅1厨1卫,中楼层 (共8层),31.13㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,无,null,2021-11-09,商品房,2016-05-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
75,翡翠城,道里,120,10257元/平米,2室2厅1厨1卫,高楼层 (共32层),117㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,有,null,2023-05-24,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押50万元业主自还,未上传房本照片
76,一匡小区,南岗,29.8,8469元/平米,1室1厅1厨1卫,中楼层 (共8层),35.19㎡,平层,25㎡,板楼,南,钢混结构,精装,一梯四户,无,null,2023-05-17,商品房,2021-08-18,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
77,安升街(安隆街),道里,21.8,4085元/平米,2室1厅1厨1卫,高楼层 (共7层),53.37㎡,平层,36.81㎡,板楼,南 北,钢混结构,简装,一梯三户,无,null,2021-10-25,商品房,2021-06-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
78,河松小区三期,道里,210,7318元/平米,4室2厅1厨2卫,中楼层 (共7层),287㎡,复式,暂无数据,板楼,南 北,砖混结构,精装,一梯三户,无,null,2020-09-18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
79,恒盛豪庭,道里,199.8,12727元/平米,3室2厅1厨2卫,低楼层 (共18层),157㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2022-01-02,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
80,百合名苑(道里区),道里,53.8,7327元/平米,2室1厅1厨1卫,中楼层 (共8层),73.43㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯五户,暂无数据,null,2023-08-22,商品房,2019-04-29,普通住宅,满两年,非共有,无抵押,已上传房本照片
81,世茂都柏林,松北,139,11238元/平米,3室1厅1厨1卫,中楼层 (共28层),123.69㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2023-02-13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押业主自还,未上传房本照片
82,电车小区,南岗,29.8,4513元/平米,2室1厅1厨1卫,高楼层 (共7层),66.04㎡,平层,46.89㎡,板楼,南 北,钢混结构,精装,一梯四户,无,null,2019-11-17,商品房,2007-07-25,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
83,城市之星,松北,130,12600元/平米,2室2厅1厨1卫,中楼层 (共30层),103.18㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有,null,2023-08-20,商品房,2016-08-18,普通住宅,暂无数据,非共有,有抵押40万元建设银行业主自还,已上传房本照片
84,香林名苑,香坊,125,9168元/平米,3室1厅1厨2卫,低楼层 (共24层),136.35㎡,平层,暂无数据,板楼,东 南 北,钢混结构,其他,两梯两户,有,null,2023-09-19,商品房,2021-05-11,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
85,辽河小区,南岗,40,7693元/平米,2室1厅1厨1卫,低楼层 (共7层),52㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,无,null,2021-08-17,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
86,前进家园,松北,49,7031元/平米,1室1厅1厨1卫,高楼层 (共17层),69.7㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯三户,有,null,2023-10-05,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
87,中植方洲苑,南岗,127,7879元/平米,3室2厅1厨2卫,中楼层 (共6层),161.19㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2021-08-20,商品房,2013-03-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
88,永安城,松北,46,7984元/平米,1室1厅1厨1卫,高楼层 (共18层),57.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2022-06-02,商品房,2021-07-27,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
89,香林名苑,香坊,46,6572元/平米,1室1厅1厨1卫,中楼层 (共26层),70㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯五户,有,null,2021-10-12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
90,木兰街,南岗,76.8,13796元/平米,2室1厅1厨1卫,低楼层 (共8层),55.67㎡,平层,38.39㎡,板楼,南 北,钢混结构,简装,一梯四户,无,null,2023-07-04,商品房,2014-12-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
91,海富第五大道,道里,311,16543元/平米,4室1厅1厨2卫,中楼层 (共7层),188㎡,错层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,有,null,2023-09-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
92,建河头道街,道里,52,6901元/平米,2室1厅1厨1卫,中楼层 (共8层),75.36㎡,平层,51.36㎡,板楼,东 西,钢混结构,简装,一梯三户,暂无数据,null,2022-07-24,商品房,2005-08-31,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
93,民生国际,香坊,72,12204元/平米,2室1厅1厨1卫,中楼层 (共31层),59㎡,平层,暂无数据,板楼,东,钢混结构,简装,两梯十户,有,null,2020-08-25,商品房,2018-11-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
94,美晨家园,道里,83,7060元/平米,2室1厅1厨1卫,低楼层 (共18层),117.58㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,有,null,2023-04-04,商品房,2015-05-25,普通住宅,暂无数据,共有,无抵押,已上传房本照片
95,华尚·万象新天,松北,67,6208元/平米,2室1厅1厨1卫,低楼层 (共32层),107.93㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,三十二梯四户,有,null,2023-09-30,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
96,文苑小区,南岗,115,13675元/平米,2室1厅1厨1卫,高楼层 (共22层),84.1㎡,平层,暂无数据,板塔结合,南 西,钢混结构,精装,两梯四户,有,null,2021-10-16,商品房,2018-02-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
97,观澜居,松北,155,12205元/平米,3室1厅1厨1卫,高楼层 (共32层),127㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,有,null,2023-07-28,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
98,宜居新家园,平房,50,5554元/平米,2室2厅1厨1卫,高楼层 (共7层),90.03㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,其他,一梯六户,暂无数据,null,2023-10-21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
99,哈药路,道里,30,3799元/平米,2室1厅1厨1卫,地下室 (共7层),78.98㎡,平层,55.67㎡,板楼,南 北,钢混结构,简装,一梯两户,无,null,2021-06-30,商品房,2020-01-22,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
100,世纪花园B区,松北,108,6126元/平米,3室2厅1厨2卫,高楼层 (共11层),176.31㎡,复式,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,null,2021-06-10,商品房,2005-09-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片
101,康泰嘉园,道里,118,9517元/平米,2室1厅1厨1卫,高楼层 (共24层),124㎡,暂无数据,暂无数据,板楼,北 南,钢混结构,其他,两梯两户,有,null,2020-04-05,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片
